TENURE,CREDIT_UTILIZATION,TOTAL_TRX,TOTAL_PURCHASE_FREQUENCY,HIGH_CREDIT_UTILIZER,FULL_PAYMENT_FLAG,BALANCE_PER_MONTH,PURCHASES_PER_MONTH,PAYMENTS_PER_MONTH,outlier
10,0.8039877417777778,8,1.0,1,0,180.8972419,71.39,88.9017418,0
11,0.0887224195,7,0.545454,0,0,48.394047,71.99454545454546,118.6524821818182,0
12,0.9767389373333334,14,1.75,1,0,488.3694686666667,46.8225,165.83708316666667,0
12,0.1570580408181818,17,2.0,0,0,143.96987075,50.509166666666665,246.66004533333333,0
12,0.3858731193333333,8,1.416667,0,0,48.23413991666666,26.666666666666668,119.90921408333332,0
12,1.0047638983333331,1,0.0,1,0,100.47638983333331,0.0,2.43988925,0
12,0.9419743777142856,14,1.166666,1,0,549.4850536666667,32.388333333333335,135.38192616666666,0
12,0.0034715125999999,13,1.416667,0,0,1.4464635833333332,20.404166666666665,29.816840166666665,0
12,0.0085878643157894,5,0.0,0,0,6.798725916666666,0.0,9.714086083333331,0
12,0.0003155258333333,5,0.833334,0,0,0.3155258333333333,11.0875,17.504452666666666,0
12,0.035387025,12,0.916667,0,1,3.5387025,33.0,60.46718283333333,0
12,0.2150402762222222,51,2.333333,0,0,161.28020716666666,409.6333333333334,410.0889080833333,0
12,0.0081768001212121,22,2.0,0,1,11.243100166666666,103.98333333333332,106.26911966666668,0
12,0.6427227623636365,46,2.833333,0,0,589.1625321666667,133.64833333333334,382.4894914166667,0
12,0.6060186022962963,81,2.75,0,0,681.7709275833333,188.1675,251.79798716666667,0
12,0.8971790351111112,2,0.166666,1,0,336.44213816666667,3.75,89.48707375,0
12,0.9400408098461538,14,0.0,1,0,509.188772,0.0,125.18380258333332,0
12,1.042361677111111,47,2.166667,1,0,781.7712578333334,425.0058333333333,534.1246954166667,1
11,0.4942517725,38,1.818182,0,0,179.72791727272727,93.82181818181816,277.8568158181818,0
12,0.7341533777777778,2,0.166666,0,0,110.12300666666664,3.804166666666666,36.73670325,0
12,0.54488243375,2,0.333334,0,0,108.97648675,33.800000000000004,0.0,0
12,0.97061907,3,0.5,1,0,194.123814,17.778333333333332,0.0,0
12,0.9498190683333332,1,0.0,1,0,94.98190683333333,0.0,12.651970916666668,0
12,0.269992618,11,1.333334,0,0,134.996309,61.620000000000005,34.760711,0
12,0.87641782775,6,0.0,1,0,292.1392759166667,0.0,0.0,0
12,0.0006725772857142,3,0.416667,0,1,0.3923367499999999,6.583333333333333,18.15168316666667,0
7,0.0,1,0.0,0,0,0.0,0.0,19.717346857142854,0
9,0.00325059,1,0.222222,0,0,0.541765,2.2222222222222223,2.943102111111111,0
12,0.0116972055,12,2.0,0,0,1.94953425,112.19,59.34576275,0
12,0.6210178792982456,75,2.666667,0,0,294.9834926666667,235.3166666666667,764.3990305000001,0
12,0.00013872,31,2.0,0,0,0.05202,32.49666666666666,0.0,0
12,0.215518095,1,0.0,0,0,71.839365,0.0,186.40752125,0
12,0.61038574775,10,0.5,0,0,203.46191591666664,67.33333333333333,44.39514158333333,0
12,0.163462546,12,2.0,0,0,34.05469708333333,78.47,91.48245166666668,0
12,0.6233001005,40,0.0,0,0,415.5334003333333,0.0,103.461502,0
12,0.623312279,12,1.333334,0,0,103.88537983333332,35.30833333333333,48.08753108333334,0
12,0.7382446278888889,85,2.916667,0,0,553.6834709166667,373.2291666666667,904.8286008333332,1
12,0.028403046,34,2.083333,0,0,13.01806275,112.905,71.58139016666667,0
12,0.8079407704761905,2,0.0,1,0,282.77926966666666,0.0,0.0,0
12,0.6262345992941176,89,2.25,0,0,443.5828411666666,234.35,125.78526975,0
12,0.9226517271428571,11,0.0,1,0,538.2135075,0.0,106.48064833333332,0
12,0.0350683302,14,1.416667,0,1,14.61180425,125.74166666666667,157.0189815,0
12,0.226731719,25,2.583333,0,0,56.68292975,87.13083333333333,46.03602541666667,0
12,0.0344251716923076,12,1.083333,0,0,18.646968,192.48166666666668,100.56765666666666,0
12,0.9920149683333334,10,0.0,1,0,148.80224525,0.0,57.307644583333335,0
12,0.0078476044285714,2,0.333334,0,1,4.57776925,41.25,164.15379716666666,0
12,0.887543284,4,0.0,1,0,221.885821,0.0,77.70157125,0
12,0.5002868384117647,95,2.916667,0,0,708.73968775,560.355,157.39640508333335,1
12,0.1627027368888889,8,0.5,0,0,122.02705266666668,97.86583333333334,0.0,0
12,0.2487245509411765,75,2.0,0,0,176.17989025,465.0708333333334,297.08148116666666,0
12,0.89887388875,2,0.0,1,0,239.69970366666664,0.0,88.78557541666667,0
12,0.7486376531578948,9,0.0,0,0,1185.3429508333334,0.0,255.55118933333333,0
12,0.8546134778571429,217,1.833334,1,0,199.4098115,1038.5366666666666,969.0596308333334,1
8,0.0478776675,1,0.0,0,0,7.181650125,0.0,48.23173425,0
12,0.8491710184,19,1.583333,1,0,353.82125766666667,163.10833333333332,83.69622833333334,0
12,0.6568961194117647,15,0.166666,0,0,930.6028358333332,12.553333333333333,217.17161575,0
12,0.005338888076923,3,0.0,0,0,5.783795416666667,0.0,0.0,0
12,0.0233308298,9,0.5,0,0,9.721179083333334,75.58333333333333,0.0,0
12,0.9275696288,33,1.916666,1,0,386.4873453333333,105.92666666666666,158.83600366666667,0
12,0.00809499,7,1.083333,0,0,2.0237475000000003,20.883333333333333,26.64690858333333,0
12,0.7195431115384616,17,0.166666,0,0,779.5050375000001,66.36083333333333,888.721555,1
12,0.0577772487499999,22,1.833334,0,0,19.259082916666667,36.66666666666666,46.1763785,0
12,0.7813166715,8,0.916667,1,0,130.21944525,110.885,85.06530391666666,0
12,0.1467569740588235,52,2.5,0,0,207.90571325,457.6491666666666,84.60932941666667,0
12,0.5884440741666667,21,2.166667,0,0,58.84440741666666,74.82166666666667,81.02983733333333,0
12,1.0579521422222222,216,2.75,1,0,1586.9282133333334,1834.16,1918.2146525,1
12,0.8940413323999999,13,2.0,1,0,186.25861091666664,60.05,88.44103925,0
12,0.94713081,5,0.75,1,0,78.9275675,16.421666666666667,41.01670158333334,0
12,0.1018722874666666,3,0.0,0,0,63.67017966666666,0.0,130.56724141666666,0
12,0.7639735067142857,9,0.0,1,0,445.65121225,0.0,0.0,0
12,0.4929519893023255,13,1.666667,0,0,883.2056474999999,173.70666666666668,268.3017860833333,0
12,0.3328736549230769,97,3.0,0,0,180.3065630833333,481.6133333333333,368.03439,0
12,0.4076534070666666,2,0.166666,0,0,254.78337941666663,85.41666666666667,58.23784125,0
12,0.0019354558999999,10,1.666666,0,0,1.6128799166666663,57.475,62.224252166666666,0
12,0.0294235105555555,2,0.166666,0,0,22.067632916666668,2.3875,102.96917241666668,0
12,0.73881502,9,1.166667,0,0,92.3518775,78.74666666666667,162.93324608333333,0
12,0.0671536091851851,12,1.749999,0,0,75.54781033333333,86.60000000000001,154.60295058333332,0
12,1.0970898628571428,21,1.083333,1,0,639.9690866666666,338.3275,307.1342183333333,1
12,0.2344479166153846,31,3.0,0,0,126.9926215,339.6141666666667,187.85500166666668,0
12,0.006150782,24,2.0,0,1,4.100521333333334,72.52,69.65332933333333,0
12,0.6836539805,242,2.75,0,0,1139.423300833333,816.0191666666666,976.4423283333334,1
12,0.02661399375,46,2.5,0,0,8.871331249999999,205.26,214.476897,0
12,0.0059880452,4,0.583333,0,0,9.980075333333334,154.945,258.68963525,0
12,0.7388741079746836,61,2.5,0,0,486.4254544166667,290.7075,0.0,0
12,0.9636166688888887,2,0.0,1,0,144.54250033333332,0.0,30.289537916666664,0
12,0.2514316619090909,77,2.666667,0,0,230.47902341666668,606.9425,1197.7827416666669,1
12,0.8719753416666667,3,0.166666,1,0,87.19753416666667,24.58333333333333,36.617256833333336,0
12,0.9124558926666668,5,0.0,1,0,228.11397316666668,0.0,64.90233275,0
12,0.4723315490588235,1,0.0,0,0,334.56818058333334,0.0,84.09875291666667,0
12,0.7263074808333333,27,2.083333,0,0,72.63074808333333,54.01833333333334,92.57386875,0
12,0.40251005075,5,0.5,0,0,134.17001691666667,46.432500000000005,35.22598733333333,0
6,0.114593817,6,1.833333,0,0,19.0989695,78.33,61.18488533333333,0
12,0.8923980521538462,1,0.0,1,0,483.38227825,0.0,112.197132,0
12,0.10288799075,12,2.0,0,0,68.59199383333333,10.97,243.00596366666664,0
12,0.0397118228666666,43,2.333334,0,0,49.63977858333333,423.1783333333333,396.3878645,0
12,1.128124563,12,2.0,1,0,94.01038025,77.05,100.22598183333334,0
12,0.0873602755,17,1.416667,0,0,29.120091833333333,164.61666666666667,149.58435191666666,0
9,0.210201019,5,0.0,0,0,93.42267511111112,0.0,402.3629418888889,0
12,0.0929468579047619,148,2.833333,0,0,81.32850066666667,851.7791666666667,891.1246541666666,1
12,0.0018488870399999,3,0.416667,0,0,1.925924,25.0,24.3290695,0
7,0.7292440883333333,9,0.0,0,0,312.5331807142857,0.0,203.39837185714285,0
12,0.8551436457142857,93,3.0,1,0,997.6675866666666,476.25,386.6261454166667,1
12,0.8935843455555555,2,0.0,1,0,134.03765183333334,0.0,39.213832,0
12,0.8143157717391305,17,1.666666,1,0,156.07718958333334,63.884166666666665,0.0,0
12,0.9777468253333332,13,0.0,1,0,244.4367063333333,0.0,202.6315453333333,0
12,0.0168399958,44,2.333334,0,1,28.066659666666663,294.65000000000003,234.51926891666668,0
12,0.00683704,5,0.833334,0,0,3.0196926666666664,21.3425,69.28127683333334,0
12,0.361319124,39,2.333333,0,0,75.2748175,224.79,140.516362,0
12,0.0,1,0.166666,0,0,0.0,1.9166666666666667,0.0,0
12,0.6402785746666666,31,0.416667,0,0,240.1044655,9.75,1441.819365,0
12,0.0004554999166666,3,0.249999,0,0,0.4554999166666666,16.400833333333335,0.0,0
12,0.0117442684,15,1.500001,0,0,9.786890333333334,54.4775,36.79901175,0
12,0.1404355908333333,22,1.583333,0,0,14.043559083333331,167.42083333333332,217.7300414166667,0
12,0.2843357298333333,6,0.333334,0,0,142.16786491666667,12.315,98.83856375,0
12,0.9717591633333332,30,2.25,1,0,72.88193725000001,43.045,48.31244233333334,0
12,0.3587505029166666,7,0.833334,0,0,71.75010058333334,80.79666666666667,0.0,0
12,0.644167828,16,0.666666,0,0,80.5209785,25.954166666666666,23.126869916666667,0
12,0.006278966504065,3,0.5,0,0,3.2179703333333336,23.366666666666664,21.19941533333333,0
12,0.0316146606666666,2,0.166666,0,0,15.807330333333333,5.511666666666667,0.0,0
12,0.01010431375,2,0.166666,0,0,3.368104583333333,6.6000000000000005,137.32339775,0
12,0.3310846707878788,18,1.0,0,0,455.2414223333333,121.11,115.18909391666666,0
12,0.99598092625,15,1.0,1,0,331.9936420833333,63.045,92.57257841666666,0
12,0.4859866323478261,34,1.916667,0,0,465.7371893333333,292.27916666666664,117.71643775,0
12,0.03514629725,36,1.5,0,0,23.43086483333333,263.6408333333333,201.90930183333333,0
12,0.0086834358666666,33,2.583333,0,0,10.854294833333334,111.9325,86.96327416666666,0
12,0.2467268705,5,0.333334,0,0,164.48458033333333,72.75,45.14354433333333,0
12,0.949756646,16,0.333334,1,0,474.878323,3.9625,248.04832216666668,0
12,0.0018740825652173,2,0.333334,0,0,3.5919915833333333,30.83333333333333,101.00451825,0
12,0.283273024,18,1.083334,0,0,47.21217066666667,33.8125,104.1529285,0
12,0.00613181325,10,1.666666,0,0,2.04393775,21.80333333333333,31.396542,0
12,0.5964389691428571,10,0.666667,0,0,695.845464,165.77333333333334,393.40836775,0
12,0.6079705645333333,123,2.666667,0,0,379.9816028333333,904.0416666666666,785.3096245833334,1
12,0.0006692825,1,0.166666,0,0,0.2230941666666666,3.615833333333333,10.8422695,0
12,0.8726013033333334,11,0.333334,1,0,130.8901955,53.77666666666667,215.9492505,0
12,0.6858797128571428,25,0.749999,0,0,600.14474875,82.25833333333334,161.7950965,0
12,0.5624247837391304,33,2.083333,0,0,538.99041775,122.01166666666668,138.21362575,0
12,0.0128161818,4,0.5,0,0,5.3400757500000005,77.25,105.01365333333332,0
12,0.5635860679,39,2.000001,0,0,469.65505658333336,32.80166666666667,159.96920550000002,0
12,0.4894007946666666,9,1.083333,0,0,305.87549666666666,80.45833333333333,86.244367,0
12,0.3277835009333333,1,0.0,0,0,204.86468808333333,0.0,378.6362341666666,0
12,0.1280008226666666,9,1.5,0,0,64.00041133333333,28.034166666666668,78.97467783333333,0
12,0.01891186975,3,0.416667,0,0,6.303956583333334,45.0,45.747273416666665,0
12,0.0003244338666666,2,0.25,0,0,0.2027711666666666,3.0,0.0,0
12,0.7478205973333334,40,2.083334,0,0,93.47757466666668,73.21,45.23640975,0
12,0.0006580947826086,7,0.583333,0,0,0.6306741666666666,12.021666666666668,11.225902666666668,0
12,1.026720799,26,1.083333,1,0,171.12013316666665,41.15416666666667,232.92163116666663,0
12,0.2849778750588235,53,2.916667,0,0,201.85932816666664,374.2241666666666,480.3055771666666,0
12,0.9047621884,151,2.75,1,0,753.9684903333333,932.385,999.5348458333332,1
12,0.4373162815714286,17,2.083333,0,0,255.10116425,152.43333333333334,80.9361765,0
7,0.015423107037037,1,0.285714,0,0,5.948912714285714,10.855714285714283,9.880483428571427,0
12,0.3745946874482758,23,2.666667,0,0,452.6352473333333,152.01333333333335,125.66803766666668,0
12,0.7731157692941176,5,0.666666,1,0,547.6236699166667,777.1016666666666,919.7272233333332,1
12,0.00711540725,1,0.166666,0,0,2.3718024166666667,8.333333333333334,10.480764083333334,0
12,1.04465630375,39,2.25,1,0,348.21876791666665,119.32416666666668,198.7118370833333,0
12,0.3551787631764705,25,2.0,0,0,251.58495725,188.3675,182.32755425,0
9,0.00087132,1,0.0,0,0,0.116176,0.0,118.73125022222222,0
12,0.1396599598461538,41,2.0,0,0,226.94743475,867.5408333333334,807.9709084166667,0
12,0.7649996042857143,13,1.583333,1,0,89.24995383333334,82.55833333333334,42.10977733333333,0
12,0.0964167917241379,12,2.0,0,0,23.300724666666667,252.91,244.0758220833333,0
12,0.2203336528070175,22,1.833334,0,0,104.65848508333332,86.5675,101.28785825,0
12,0.8919429147999999,1,0.166666,1,0,185.82144058333333,3.804166666666666,45.228858333333335,0
12,0.7878296923333334,42,2.25,1,0,196.9574230833333,220.165,153.327407,0
12,0.501798533125,12,2.0,0,0,334.5323554166667,99.12666666666668,0.0,0
12,0.6352687414166667,9,0.916667,0,0,635.2687414166667,25.0,164.66451525,0
12,0.3258639925714285,6,0.666666,0,0,285.1309935,10.5575,209.61964483333333,0
12,0.0088906565454545,10,0.916667,0,0,4.07488425,20.59083333333333,34.132899333333334,0
12,0.9613929687179488,10,1.083333,1,0,156.22635741666667,25.09166666666667,48.914503833333335,0
12,0.4465987544444444,8,0.5,0,0,267.95925266666666,92.68333333333334,0.0,0
12,0.0593088495,15,0.916666,0,1,19.7696165,200.83916666666667,314.4772879166667,0
12,0.159115911,101,2.916667,0,0,106.077274,445.8491666666666,485.4668429166666,0
11,0.1015412183636363,1,0.181818,0,0,50.77060918181819,57.275454545454544,38.73568754545455,0
12,0.9380692086666668,49,2.666667,1,0,234.51730216666667,266.43666666666667,297.8733835833333,0
12,0.0026870039999999,3,0.416667,0,0,0.671751,11.083333333333334,10.884393333333334,0
12,0.0363218451666666,33,2.333333,0,0,36.32184516666667,137.18,87.98628391666666,0
12,0.0042602553333333,12,2.0,0,0,0.5325319166666667,6.638333333333333,6.324690666666666,0
12,0.8010179266666667,24,2.0,1,0,801.0179266666668,26.66,916.1576758333334,1
12,0.63508473072,98,2.5,0,0,661.5465945,306.46,221.48805016666665,1
12,0.5861195727499999,20,0.5,0,0,195.37319091666663,86.80250000000001,252.8054565,0
12,0.99648222,12,2.0,1,0,83.040185,56.330000000000005,154.30020091666668,0
12,0.0097540235,5,0.833334,0,0,1.6256705833333334,16.095,18.37198083333333,0
12,0.0161426359130434,13,2.0,0,1,15.470026083333332,141.9358333333333,120.7532845,0
12,0.8892171541666667,2,0.0,1,0,444.6085770833333,0.0,112.5265505,0
11,0.0147928553333333,4,0.636363,0,0,2.017207545454545,21.287272727272725,43.62822718181818,0
12,0.0005871769,1,0.166666,0,0,0.4893140833333333,2.473333333333333,6.411965333333334,0
12,0.095408770090909,34,2.0,0,0,87.45803925,110.2225,66.8654525,0
12,0.4126066760740741,84,2.0,0,0,464.1825105833333,133.99,131.95097383333334,0
12,0.9269954616666668,5,0.0,1,0,139.04931925,0.0,180.58176358333333,0
12,0.2471767717777777,2,0.333334,0,0,185.38257883333333,265.25,318.612187,0
12,0.6452847075555556,94,2.833333,0,0,241.98176533333333,251.1858333333333,112.53085716666668,0
12,0.6804933486666667,82,2.583333,0,0,170.12333716666666,610.2816666666666,316.00792325000003,0
6,0.7755698607,84,2.333333,1,0,1292.6164345,1422.256666666667,793.0348576666667,1
12,0.068251461,10,1.083333,0,0,51.18859575,34.0775,180.09609558333332,0
12,1.0796446310666663,14,2.083333,1,0,674.7778944166666,333.32666666666665,468.6728615833333,1
12,0.1803883783333333,50,2.5,0,0,90.19418916666666,248.37166666666667,93.08066608333333,0
12,0.3646218826666667,11,1.833334,0,0,227.88867666666667,46.7275,59.81653033333333,0
12,0.0084956637894736,3,0.333334,0,0,6.725733833333333,47.49166666666667,52.833337916666665,0
12,0.2332899752511415,39,1.916667,0,0,212.87710241666665,515.5641666666667,933.2438441666668,0
12,0.0630526142352941,100,2.916667,0,0,44.66226841666667,379.2341666666667,359.765936,0
12,0.5207154612,7,0.333334,0,0,325.44716325,12.566666666666668,82.54370066666667,0
12,0.0111627385,21,2.25,0,0,13.023194916666666,115.425,106.70613091666668,0
12,0.4462017029565217,98,3.0,0,0,427.6099653333333,2711.648333333333,2221.028693333333,1
12,0.3191371947272727,34,1.916667,0,0,438.81364275,34.18666666666667,1000.4422833333332,0
12,0.0017094113333333,1,0.166666,0,0,0.2136764166666666,3.9958333333333336,24.5422915,0
12,0.8919450366666667,5,0.5,1,0,156.09038141666667,10.5475,40.29645533333333,0
12,0.0056359647368421,1,0.166666,0,0,2.6770832500000004,31.74083333333333,0.0,0
12,0.1403329341904761,9,1.416667,0,0,122.79131741666669,34.5,488.661695,0
12,0.1770384764705882,15,2.166667,0,0,125.40225416666668,167.5,71.6524955,0
12,0.5663043279259259,12,1.25,0,0,637.0923689166667,391.0958333333333,398.88739,0
12,1.1293375799999998,13,2.0,1,0,94.111465,41.58,69.12545716666666,0
12,0.070416493368421,9,1.083333,0,0,55.74639058333333,18.683333333333334,47.36141625,0
12,0.9208737464,62,2.25,1,0,191.84869716666665,238.0475,242.86831775,0
12,0.0909038393333333,2,0.0,0,0,22.72595983333333,0.0,229.6564380833333,0
12,0.6066328892857143,16,0.0,0,0,353.86918541666665,0.0,500.877138,0
12,0.8069203783333334,2,0.0,1,0,201.7300945833333,0.0,72.64277675,0
12,0.5870649932,16,1.249999,0,0,244.61041383333333,34.13583333333333,48.3448875,0
12,0.0127920435384615,17,1.0,0,0,6.929023583333334,70.27833333333334,85.35563266666666,0
12,0.9116418851666668,3,0.0,1,0,455.82094258333336,0.0,113.5805665,0
12,0.0280142117,34,2.666667,0,1,23.345176416666664,186.37416666666664,165.56983866666667,0
12,0.9651551043333334,16,0.833334,1,0,482.5775521666667,38.70916666666667,126.29952758333332,0
12,0.7211428092,2,0.333334,0,0,300.4761705,148.25,71.33819,0
12,0.99806547125,9,0.0,1,0,332.68849041666664,0.0,88.13985491666666,0
12,0.0069722106666666,14,1.916667,0,0,3.486105333333333,38.03,30.91634808333333,0
12,0.2189967013793103,48,1.75,0,1,52.92420283333333,479.8925,661.9641841666667,1
12,0.2535280166666667,5,0.333334,0,0,126.76400833333334,20.49833333333333,188.4602935,0
12,0.4622577160833334,2,0.0,0,0,462.2577160833334,0.0,148.84523466666667,0
12,0.8343690709999999,13,2.0,1,0,208.59226775,61.15833333333333,135.01610641666667,0
12,0.382901422,16,1.333334,0,0,15.954225916666667,136.75583333333333,131.99323425,0
12,0.90542551,20,0.5,1,0,301.80850333333336,56.2275,94.92154958333332,0
12,0.251134494,27,2.25,0,0,230.2066195,225.2058333333333,633.0640303333333,0
12,0.54232585775,4,0.0,0,0,361.5505718333333,0.0,668.3167251666666,0
12,0.1440273781481481,15,1.333333,0,0,32.40616008333333,131.59583333333333,37.63333825,0
12,0.8419373350909092,10,0.0,1,0,771.7758905000001,0.0,161.11782566666668,0
12,0.0462515211111111,41,2.166667,0,1,17.344320416666665,180.115,171.65662233333333,0
12,0.028181373,26,2.25,0,0,14.0906865,123.51583333333332,107.46418616666666,0
12,0.0382604445714285,16,2.083333,0,0,11.159296333333332,120.50416666666666,113.676753,0
11,0.3585220155555556,3,0.0,0,0,146.66809727272727,0.0,28.403032818181817,0
12,0.2699564585714285,12,1.416667,0,0,47.24238025,33.08833333333333,0.0,0
12,0.0035472281333333,14,1.916667,0,0,4.434035166666667,41.51416666666667,50.96720491666667,0
12,0.5319870172,46,3.0,0,0,110.83062858333334,167.42666666666665,226.33100791666664,0
12,0.0859841309999999,60,3.0,0,0,42.9920655,446.585,0.0,0
12,0.927041961,5,0.0,1,0,77.25349675,0.0,59.99785366666666,0
12,0.3405032092727272,3,0.0,0,0,156.06397091666665,0.0,95.97678216666668,0
11,0.185396312,7,0.0,0,0,16.854210181818182,0.0,10.685705818181818,0
