TENURE,CREDIT_UTILIZATION,TOTAL_TRX,TOTAL_PURCHASE_FREQUENCY,AVG_PAYMENT,HIGH_CREDIT_UTILIZER,FULL_PAYMENT_FLAG,BALANCE_PER_MONTH,PURCHASES_PER_MONTH,PAYMENTS_PER_MONTH
12,0.9201948783333334,1,0.0,29.291683250000002,1,0,138.02923175,0.0,29.291683250000002
11,0.8252307712222222,11,0.0,148.76014554545455,1,0,675.1888128181819,0.0,148.76014554545455
12,0.8094961656,48,2.0,134.82453466666666,1,0,337.290069,198.3791666666667,134.82453466666666
12,0.696602016,14,0.166666,103.09263841666666,0,0,522.451512,17.0,103.09263841666666
12,0.18821363066666666,12,0.166666,1672.58962,0,0,117.63351916666666,80.27,1672.58962
12,0.3685821166666667,3,0.0,255.5881525,0,0,55.2873175,0.0,255.5881525
12,0.2616299206666667,38,1.333333,105.19247216666668,0,0,65.40748016666667,127.21583333333332,105.19247216666668
12,0.9121579551111111,1,0.166666,72.35627291666667,1,0,342.0592331666667,16.985,72.35627291666667
12,0.9071615846666667,1,0.0,31.524518916666665,1,0,113.39519808333334,0.0,31.524518916666665
12,0.625405364,20,2.333333,119.19512508333334,0,0,442.99546616666663,127.12,119.19512508333334
12,0.9342965358333334,7,0.749999,0.0,1,0,186.85930716666667,36.416666666666664,0.0
8,0.27908655823529416,4,0.625,22.001625625,0,0,59.305893625,13.7175,22.001625625
12,0.930978865952381,7,0.0,0.0,1,0,325.84260308333336,0.0,0.0
12,0.0696567209090909,87,2.666667,211.99612991666666,0,0,19.15559825,199.21666666666667,211.99612991666666
12,0.21595245825,5,0.333334,48.98887091666666,0,0,71.98415275,42.291666666666664,48.98887091666666
8,0.4109443214166667,46,1.25,1014.16216825,0,0,616.416482125,112.6775,1014.16216825
12,0.43155542599999996,18,1.75,116.65236166666666,0,0,89.90738041666667,258.9875,116.65236166666666
12,0.4473374568571428,3,0.0,57.652106583333335,0,0,130.47342491666666,0.0,57.652106583333335
9,0.15489138533333333,12,1.333334,345.56141577777777,0,0,51.630461777777775,219.91333333333333,345.56141577777777
12,0.0066605169999999995,8,1.333334,34.75139691666667,0,0,0.5550430833333333,25.833333333333332,34.75139691666667
12,0.2186659973333333,6,0.5,0.0,0,0,109.33299866666665,106.99166666666667,0.0
12,0.9063045365000001,9,0.5,0.0,1,0,302.1015121666667,26.105833333333333,0.0
12,0.3181774172,42,2.333334,473.22746775,0,0,198.86088575,434.8016666666667,473.22746775
11,0.99278469125,3,0.0,69.53988436363636,1,0,361.01261500000004,0.0,69.53988436363636
12,0.9156506766666667,10,0.75,175.87975191666666,1,0,457.8253383333333,19.083333333333332,175.87975191666666
12,0.2890944666153846,2,0.333334,292.4738800833333,0,0,156.59283608333334,9.416666666666666,292.4738800833333
12,0.972371063125,1,0.166666,28.173638416666666,1,0,129.64947508333333,5.516666666666667,28.173638416666666
11,0.19508023566265062,7,0.0,397.4680589090909,0,0,73.59845254545455,0.0,397.4680589090909
12,0.0044702225,1,0.166666,0.0,0,0,0.5960296666666667,70.0,0.0
12,1.0399388135135135,65,2.0,307.3371665,1,0,160.32390041666667,157.30333333333334,307.3371665
12,0.9766999927777779,11,1.083333,64.78763733333334,1,0,146.50499891666666,34.36083333333333,64.78763733333334
8,0.5398983033333333,1,0.0,18.259346125,0,0,101.230931875,0.0,18.259346125
12,0.6305220116,6,0.0,45.00185208333334,0,0,131.35875241666668,0.0,45.00185208333334
12,0.6650872631666667,8,1.333333,573.06968375,0,0,332.54363158333337,21.958333333333332,573.06968375
12,0.9996679329411765,4,0.666666,135.318029,1,0,141.61962383333335,113.64083333333333,135.318029
12,0.8780293958400001,15,1.75,107.35124241666666,1,0,457.306977,34.925000000000004,107.35124241666666
12,0.4272031694285714,60,1.75,2352.7245383333334,0,0,249.20184883333332,376.9391666666667,2352.7245383333334
8,0.09371614428571429,3,0.0,113.807248125,0,0,82.00162625,0.0,113.807248125
10,0.8039877417777778,8,1.0,88.9017418,1,0,180.89724189999998,71.39,88.9017418
11,0.0887224195,7,0.545454,118.65248218181819,0,0,48.394047,71.99454545454546,118.65248218181819
12,0.9767389373333334,14,1.75,165.83708316666667,1,0,488.3694686666667,46.8225,165.83708316666667
12,0.1570580408181818,17,2.0,246.66004533333333,0,0,143.96987075,50.509166666666665,246.66004533333333
12,0.3858731193333333,8,1.416667,119.90921408333332,0,0,48.23413991666666,26.666666666666668,119.90921408333332
12,1.0047638983333333,1,0.0,2.43988925,1,0,100.47638983333333,0.0,2.43988925
12,0.9419743777142857,14,1.166666,135.38192616666666,1,0,549.4850536666667,32.388333333333335,135.38192616666666
12,0.0034715125999999997,13,1.416667,29.816840166666665,0,0,1.4464635833333332,20.404166666666665,29.816840166666665
12,0.008587864315789473,5,0.0,9.714086083333333,0,0,6.798725916666666,0.0,9.714086083333333
12,0.0003155258333333333,5,0.833334,17.504452666666666,0,0,0.31552583333333334,11.0875,17.504452666666666
12,0.035387025,12,0.916667,60.46718283333333,0,1,3.5387025,33.0,60.46718283333333
12,0.21504027622222222,51,2.333333,410.0889080833333,0,0,161.28020716666666,409.6333333333334,410.0889080833333
12,0.008176800121212122,22,2.0,106.26911966666667,0,1,11.243100166666666,103.98333333333333,106.26911966666667
12,0.6427227623636365,46,2.833333,382.4894914166667,0,0,589.1625321666667,133.64833333333334,382.4894914166667
12,0.6060186022962963,81,2.75,251.79798716666667,0,0,681.7709275833333,188.16750000000002,251.79798716666667
12,0.8971790351111112,2,0.166666,89.48707375,1,0,336.44213816666667,3.75,89.48707375
12,0.9400408098461538,14,0.0,125.18380258333333,1,0,509.188772,0.0,125.18380258333333
12,1.042361677111111,47,2.166667,534.1246954166667,1,0,781.7712578333334,425.0058333333333,534.1246954166667
11,0.4942517725,38,1.818182,277.8568158181818,0,0,179.72791727272727,93.82181818181817,277.8568158181818
12,0.7341533777777778,2,0.166666,36.73670325,0,0,110.12300666666665,3.8041666666666667,36.73670325
12,0.54488243375,2,0.333334,0.0,0,0,108.97648674999999,33.800000000000004,0.0
12,0.97061907,3,0.5,0.0,1,0,194.123814,17.778333333333332,0.0
12,0.9498190683333333,1,0.0,12.651970916666668,1,0,94.98190683333333,0.0,12.651970916666668
12,0.269992618,11,1.333334,34.760711,0,0,134.996309,61.620000000000005,34.760711
12,0.87641782775,6,0.0,0.0,1,0,292.1392759166667,0.0,0.0
12,0.0006725772857142857,3,0.416667,18.15168316666667,0,1,0.39233674999999996,6.583333333333333,18.15168316666667
7,0.0,1,0.0,19.717346857142854,0,0,0.0,0.0,19.717346857142854
9,0.0032505900000000003,1,0.222222,2.943102111111111,0,0,0.541765,2.2222222222222223,2.943102111111111
12,0.0116972055,12,2.0,59.34576275,0,0,1.9495342500000001,112.19,59.34576275
12,0.6210178792982456,75,2.666667,764.3990305000001,0,0,294.9834926666667,235.3166666666667,764.3990305000001
12,0.00013872,31,2.0,0.0,0,0,0.052020000000000004,32.49666666666666,0.0
12,0.215518095,1,0.0,186.40752124999997,0,0,71.839365,0.0,186.40752124999997
12,0.61038574775,10,0.5,44.395141583333334,0,0,203.46191591666664,67.33333333333333,44.395141583333334
12,0.163462546,12,2.0,91.48245166666668,0,0,34.05469708333333,78.47,91.48245166666668
12,0.6233001005,40,0.0,103.461502,0,0,415.5334003333333,0.0,103.461502
12,0.623312279,12,1.333334,48.08753108333334,0,0,103.88537983333333,35.30833333333333,48.08753108333334
12,0.7382446278888889,85,2.916667,904.8286008333333,0,0,553.6834709166667,373.2291666666667,904.8286008333333
12,0.028403046,34,2.083333,71.58139016666667,0,0,13.01806275,112.90499999999999,71.58139016666667
12,0.8079407704761905,2,0.0,0.0,1,0,282.77926966666666,0.0,0.0
12,0.6262345992941176,89,2.25,125.78526975,0,0,443.58284116666664,234.35,125.78526975
12,0.9226517271428571,11,0.0,106.48064833333332,1,0,538.2135075,0.0,106.48064833333332
12,0.035068330200000004,14,1.416667,157.0189815,0,1,14.61180425,125.74166666666667,157.0189815
12,0.226731719,25,2.583333,46.03602541666667,0,0,56.68292975,87.13083333333333,46.03602541666667
12,0.034425171692307695,12,1.083333,100.56765666666666,0,0,18.646968,192.48166666666668,100.56765666666666
12,0.9920149683333334,10,0.0,57.307644583333335,1,0,148.80224525,0.0,57.307644583333335
12,0.007847604428571428,2,0.333334,164.15379716666666,0,1,4.57776925,41.25,164.15379716666666
12,0.887543284,4,0.0,77.70157125,1,0,221.885821,0.0,77.70157125
12,0.5002868384117647,95,2.916667,157.39640508333335,0,0,708.73968775,560.355,157.39640508333335
12,0.1627027368888889,8,0.5,0.0,0,0,122.02705266666668,97.86583333333334,0.0
12,0.2487245509411765,75,2.0,297.08148116666666,0,0,176.17989025,465.0708333333334,297.08148116666666
12,0.89887388875,2,0.0,88.78557541666667,1,0,239.69970366666666,0.0,88.78557541666667
12,0.7486376531578948,9,0.0,255.55118933333333,0,0,1185.3429508333334,0.0,255.55118933333333
12,0.8546134778571429,217,1.833334,969.0596308333334,1,0,199.40981150000002,1038.5366666666666,969.0596308333334
8,0.0478776675,1,0.0,48.23173425,0,0,7.181650125,0.0,48.23173425
12,0.8491710184,19,1.583333,83.69622833333334,1,0,353.82125766666667,163.10833333333332,83.69622833333334
12,0.6568961194117647,15,0.166666,217.17161575,0,0,930.6028358333333,12.553333333333333,217.17161575
12,0.005338888076923077,3,0.0,0.0,0,0,5.783795416666667,0.0,0.0
12,0.0233308298,9,0.5,0.0,0,0,9.721179083333334,75.58333333333333,0.0
12,0.9275696287999999,33,1.9166660000000002,158.83600366666667,1,0,386.4873453333333,105.92666666666666,158.83600366666667
12,0.00809499,7,1.083333,26.64690858333333,0,0,2.0237475000000003,20.883333333333333,26.64690858333333
12,0.7195431115384616,17,0.166666,888.721555,0,0,779.5050375000001,66.36083333333333,888.721555
12,0.057777248749999996,22,1.833334,46.1763785,0,0,19.259082916666667,36.666666666666664,46.1763785
12,0.7813166715,8,0.916667,85.06530391666666,1,0,130.21944525,110.88499999999999,85.06530391666666
12,0.14675697405882354,52,2.5,84.60932941666667,0,0,207.90571325,457.64916666666664,84.60932941666667
12,0.5884440741666667,21,2.166667,81.02983733333333,0,0,58.84440741666666,74.82166666666667,81.02983733333333
12,1.0579521422222222,216,2.75,1918.2146525,1,0,1586.9282133333334,1834.1599999999999,1918.2146525
12,0.8940413323999999,13,2.0,88.44103925,1,0,186.25861091666664,60.050000000000004,88.44103925
12,0.94713081,5,0.75,41.01670158333334,1,0,78.9275675,16.421666666666667,41.01670158333334
12,0.10187228746666667,3,0.0,130.56724141666666,0,0,63.67017966666666,0.0,130.56724141666666
12,0.7639735067142857,9,0.0,0.0,1,0,445.65121225,0.0,0.0
12,0.49295198930232553,13,1.666667,268.3017860833333,0,0,883.2056474999999,173.70666666666668,268.3017860833333
12,0.33287365492307697,97,3.0,368.03439000000003,0,0,180.30656308333334,481.6133333333333,368.03439000000003
12,0.40765340706666664,2,0.166666,58.23784125,0,0,254.78337941666666,85.41666666666667,58.23784125
12,0.0019354558999999999,10,1.666666,62.224252166666666,0,0,1.6128799166666665,57.475,62.224252166666666
12,0.029423510555555556,2,0.166666,102.96917241666667,0,0,22.067632916666668,2.3874999999999997,102.96917241666667
12,0.73881502,9,1.166667,162.93324608333333,0,0,92.3518775,78.74666666666667,162.93324608333333
12,0.06715360918518519,12,1.7499989999999999,154.60295058333332,0,0,75.54781033333333,86.60000000000001,154.60295058333332
12,1.0970898628571428,21,1.083333,307.1342183333333,1,0,639.9690866666666,338.3275,307.1342183333333
12,0.2344479166153846,31,3.0,187.85500166666668,0,0,126.9926215,339.6141666666667,187.85500166666668
12,0.0061507820000000005,24,2.0,69.65332933333333,0,1,4.100521333333334,72.52,69.65332933333333
12,0.6836539805,242,2.75,976.4423283333334,0,0,1139.4233008333333,816.0191666666666,976.4423283333334
12,0.02661399375,46,2.5,214.476897,0,0,8.871331249999999,205.26,214.476897
12,0.0059880452,4,0.583333,258.68963525,0,0,9.980075333333334,154.945,258.68963525
12,0.7388741079746836,61,2.5,0.0,0,0,486.4254544166667,290.7075,0.0
12,0.9636166688888889,2,0.0,30.289537916666664,1,0,144.54250033333332,0.0,30.289537916666664
12,0.25143166190909094,77,2.666667,1197.7827416666667,0,0,230.47902341666668,606.9425,1197.7827416666667
12,0.8719753416666667,3,0.166666,36.617256833333336,1,0,87.19753416666667,24.583333333333332,36.617256833333336
12,0.9124558926666667,5,0.0,64.90233275,1,0,228.11397316666668,0.0,64.90233275
12,0.4723315490588235,1,0.0,84.09875291666667,0,0,334.56818058333334,0.0,84.09875291666667
12,0.7263074808333333,27,2.083333,92.57386874999999,0,0,72.63074808333333,54.01833333333334,92.57386874999999
12,0.40251005075,5,0.5,35.22598733333333,0,0,134.17001691666667,46.432500000000005,35.22598733333333
6,0.114593817,6,1.833333,61.184885333333334,0,0,19.0989695,78.33,61.184885333333334
12,0.8923980521538462,1,0.0,112.197132,1,0,483.38227824999996,0.0,112.197132
12,0.10288799075,12,2.0,243.00596366666664,0,0,68.59199383333333,10.969999999999999,243.00596366666664
12,0.03971182286666666,43,2.333334,396.3878645,0,0,49.63977858333333,423.17833333333334,396.3878645
12,1.128124563,12,2.0,100.22598183333334,1,0,94.01038025000001,77.05,100.22598183333334
12,0.0873602755,17,1.416667,149.58435191666666,0,0,29.120091833333333,164.61666666666667,149.58435191666666
9,0.210201019,5,0.0,402.3629418888889,0,0,93.42267511111112,0.0,402.3629418888889
12,0.0929468579047619,148,2.833333,891.1246541666666,0,0,81.32850066666667,851.7791666666667,891.1246541666666
12,0.0018488870399999999,3,0.416667,24.3290695,0,0,1.925924,25.0,24.3290695
7,0.7292440883333333,9,0.0,203.39837185714285,0,0,312.5331807142857,0.0,203.39837185714285
12,0.8551436457142857,93,3.0,386.6261454166667,1,0,997.6675866666666,476.25,386.6261454166667
12,0.8935843455555555,2,0.0,39.213832000000004,1,0,134.03765183333334,0.0,39.213832000000004
12,0.8143157717391305,17,1.666666,0.0,1,0,156.07718958333334,63.884166666666665,0.0
12,0.9777468253333333,13,0.0,202.63154533333332,1,0,244.43670633333332,0.0,202.63154533333332
12,0.0168399958,44,2.333334,234.51926891666668,0,1,28.066659666666666,294.65000000000003,234.51926891666668
12,0.00683704,5,0.833334,69.28127683333334,0,0,3.0196926666666664,21.3425,69.28127683333334
12,0.361319124,39,2.333333,140.516362,0,0,75.2748175,224.79,140.516362
12,0.0,1,0.166666,0.0,0,0,0.0,1.9166666666666667,0.0
12,0.6402785746666666,31,0.416667,1441.819365,0,0,240.10446549999998,9.75,1441.819365
12,0.00045549991666666667,3,0.24999900000000003,0.0,0,0,0.45549991666666667,16.400833333333335,0.0
12,0.0117442684,15,1.5000010000000001,36.79901175,0,0,9.786890333333334,54.4775,36.79901175
12,0.14043559083333332,22,1.583333,217.7300414166667,0,0,14.043559083333333,167.42083333333332,217.7300414166667
12,0.28433572983333333,6,0.333334,98.83856374999999,0,0,142.16786491666667,12.315,98.83856374999999
12,0.9717591633333333,30,2.25,48.31244233333334,1,0,72.88193725000001,43.044999999999995,48.31244233333334
12,0.35875050291666666,7,0.833334,0.0,0,0,71.75010058333334,80.79666666666667,0.0
12,0.644167828,16,0.666666,23.126869916666667,0,0,80.5209785,25.954166666666666,23.126869916666667
12,0.006278966504065041,3,0.5,21.199415333333334,0,0,3.2179703333333336,23.366666666666664,21.199415333333334
12,0.03161466066666667,2,0.166666,0.0,0,0,15.807330333333333,5.511666666666667,0.0
12,0.01010431375,2,0.166666,137.32339775,0,0,3.368104583333333,6.6000000000000005,137.32339775
12,0.3310846707878788,18,1.0,115.18909391666666,0,0,455.24142233333333,121.11,115.18909391666666
12,0.99598092625,15,1.0,92.57257841666666,1,0,331.9936420833333,63.044999999999995,92.57257841666666
12,0.4859866323478261,34,1.916667,117.71643775,0,0,465.73718933333333,292.27916666666664,117.71643775
12,0.03514629725000001,36,1.5,201.90930183333333,0,0,23.430864833333334,263.6408333333333,201.90930183333333
12,0.008683435866666667,33,2.583333,86.96327416666666,0,0,10.854294833333334,111.9325,86.96327416666666
12,0.2467268705,5,0.333334,45.14354433333333,0,0,164.48458033333333,72.75,45.14354433333333
12,0.949756646,16,0.333334,248.04832216666668,1,0,474.87832299999997,3.9625,248.04832216666668
12,0.0018740825652173913,2,0.333334,101.00451825,0,0,3.5919915833333333,30.833333333333332,101.00451825
12,0.28327302400000004,18,1.083334,104.15292849999999,0,0,47.21217066666667,33.8125,104.15292849999999
12,0.006131813250000001,10,1.666666,31.396542,0,0,2.04393775,21.80333333333333,31.396542
12,0.5964389691428571,10,0.666667,393.40836775,0,0,695.845464,165.77333333333334,393.40836775
12,0.6079705645333333,123,2.666667,785.3096245833334,0,0,379.9816028333333,904.0416666666666,785.3096245833334
12,0.0006692825000000001,1,0.166666,10.8422695,0,0,0.22309416666666668,3.6158333333333332,10.8422695
12,0.8726013033333334,11,0.333334,215.94925049999998,1,0,130.8901955,53.77666666666667,215.94925049999998
12,0.6858797128571428,25,0.749999,161.7950965,0,0,600.14474875,82.25833333333334,161.7950965
12,0.5624247837391304,33,2.083333,138.21362575,0,0,538.99041775,122.01166666666667,138.21362575
12,0.012816181800000001,4,0.5,105.01365333333332,0,0,5.3400757500000005,77.25,105.01365333333332
12,0.5635860679,39,2.000001,159.96920550000002,0,0,469.65505658333336,32.80166666666667,159.96920550000002
12,0.48940079466666664,9,1.083333,86.244367,0,0,305.87549666666666,80.45833333333333,86.244367
12,0.3277835009333333,1,0.0,378.6362341666666,0,0,204.86468808333333,0.0,378.6362341666666
12,0.12800082266666668,9,1.5,78.97467783333333,0,0,64.00041133333333,28.034166666666668,78.97467783333333
12,0.01891186975,3,0.416667,45.747273416666665,0,0,6.303956583333334,45.0,45.747273416666665
12,0.00032443386666666666,2,0.25,0.0,0,0,0.20277116666666664,3.0,0.0
12,0.7478205973333334,40,2.083334,45.23640975,0,0,93.47757466666667,73.21,45.23640975
12,0.0006580947826086956,7,0.583333,11.225902666666668,0,0,0.6306741666666666,12.021666666666667,11.225902666666668
12,1.026720799,26,1.083333,232.92163116666666,1,0,171.12013316666665,41.15416666666667,232.92163116666666
12,0.2849778750588235,53,2.916667,480.30557716666664,0,0,201.85932816666664,374.22416666666663,480.30557716666664
12,0.9047621884,151,2.75,999.5348458333333,1,0,753.9684903333333,932.3850000000001,999.5348458333333
12,0.4373162815714286,17,2.083333,80.9361765,0,0,255.10116425,152.43333333333334,80.9361765
7,0.015423107037037037,1,0.285714,9.880483428571427,0,0,5.948912714285714,10.855714285714285,9.880483428571427
12,0.37459468744827584,23,2.666667,125.66803766666668,0,0,452.6352473333333,152.01333333333335,125.66803766666668
12,0.7731157692941176,5,0.666666,919.7272233333333,1,0,547.6236699166667,777.1016666666666,919.7272233333333
12,0.00711540725,1,0.166666,10.480764083333334,0,0,2.3718024166666667,8.333333333333334,10.480764083333334
12,1.04465630375,39,2.25,198.71183708333334,1,0,348.21876791666665,119.32416666666667,198.71183708333334
12,0.35517876317647057,25,2.0,182.32755425000002,0,0,251.58495725,188.36749999999998,182.32755425000002
9,0.0008713200000000001,1,0.0,118.73125022222222,0,0,0.116176,0.0,118.73125022222222
12,0.13965995984615384,41,2.0,807.9709084166667,0,0,226.94743474999999,867.5408333333334,807.9709084166667
12,0.7649996042857143,13,1.583333,42.109777333333334,1,0,89.24995383333334,82.55833333333334,42.109777333333334
12,0.09641679172413793,12,2.0,244.07582208333335,0,0,23.300724666666667,252.91,244.07582208333335
12,0.22033365280701753,22,1.833334,101.28785825,0,0,104.65848508333333,86.5675,101.28785825
12,0.8919429147999999,1,0.166666,45.228858333333335,1,0,185.82144058333333,3.8041666666666667,45.228858333333335
12,0.7878296923333334,42,2.25,153.327407,1,0,196.95742308333334,220.165,153.327407
12,0.501798533125,12,2.0,0.0,0,0,334.5323554166667,99.12666666666667,0.0
12,0.6352687414166667,9,0.916667,164.66451525,0,0,635.2687414166667,25.0,164.66451525
12,0.32586399257142856,6,0.666666,209.61964483333335,0,0,285.1309935,10.5575,209.61964483333335
12,0.008890656545454546,10,0.916667,34.132899333333334,0,0,4.07488425,20.590833333333332,34.132899333333334
12,0.9613929687179487,10,1.083333,48.914503833333335,1,0,156.22635741666667,25.09166666666667,48.914503833333335
12,0.4465987544444444,8,0.5,0.0,0,0,267.95925266666666,92.68333333333334,0.0
12,0.059308849500000003,15,0.916666,314.4772879166667,0,1,19.7696165,200.83916666666667,314.4772879166667
12,0.159115911,101,2.916667,485.4668429166666,0,0,106.077274,445.84916666666663,485.4668429166666
11,0.10154121836363637,1,0.181818,38.735687545454546,0,0,50.77060918181819,57.275454545454544,38.735687545454546
12,0.9380692086666667,49,2.666667,297.87338358333335,1,0,234.51730216666667,266.43666666666667,297.87338358333335
12,0.0026870039999999998,3,0.416667,10.884393333333334,0,0,0.671751,11.083333333333334,10.884393333333334
12,0.036321845166666665,33,2.333333,87.98628391666666,0,0,36.32184516666667,137.18,87.98628391666666
12,0.004260255333333333,12,2.0,6.324690666666666,0,0,0.5325319166666667,6.638333333333333,6.324690666666666
12,0.8010179266666667,24,2.0,916.1576758333334,1,0,801.0179266666668,26.66,916.1576758333334
12,0.63508473072,98,2.5,221.48805016666665,0,0,661.5465945,306.46,221.48805016666665
12,0.5861195727499999,20,0.5,252.8054565,0,0,195.37319091666666,86.80250000000001,252.8054565
12,0.99648222,12,2.0,154.30020091666668,1,0,83.040185,56.330000000000005,154.30020091666668
12,0.0097540235,5,0.833334,18.371980833333335,0,0,1.6256705833333334,16.095,18.371980833333335
12,0.016142635913043477,13,2.0,120.7532845,0,1,15.470026083333332,141.93583333333333,120.7532845
12,0.8892171541666667,2,0.0,112.5265505,1,0,444.60857708333333,0.0,112.5265505
11,0.014792855333333334,4,0.636363,43.62822718181818,0,0,2.0172075454545455,21.287272727272725,43.62822718181818
12,0.0005871769,1,0.166666,6.411965333333334,0,0,0.4893140833333333,2.473333333333333,6.411965333333334
12,0.09540877009090909,34,2.0,66.8654525,0,0,87.45803925,110.22250000000001,66.8654525
12,0.4126066760740741,84,2.0,131.95097383333334,0,0,464.18251058333334,133.99,131.95097383333334
12,0.9269954616666667,5,0.0,180.58176358333333,1,0,139.04931925,0.0,180.58176358333333
12,0.24717677177777775,2,0.333334,318.612187,0,0,185.38257883333333,265.25,318.612187
12,0.6452847075555556,94,2.833333,112.53085716666668,0,0,241.98176533333333,251.18583333333333,112.53085716666668
12,0.6804933486666667,82,2.583333,316.00792325000003,0,0,170.12333716666666,610.2816666666666,316.00792325000003
6,0.7755698607,84,2.333333,793.0348576666667,1,0,1292.6164345,1422.256666666667,793.0348576666667
12,0.068251461,10,1.083333,180.09609558333332,0,0,51.18859575,34.0775,180.09609558333332
12,1.0796446310666665,14,2.083333,468.6728615833333,1,0,674.7778944166666,333.32666666666665,468.6728615833333
12,0.18038837833333332,50,2.5,93.08066608333333,0,0,90.19418916666666,248.37166666666667,93.08066608333333
12,0.3646218826666667,11,1.833334,59.81653033333333,0,0,227.88867666666667,46.7275,59.81653033333333
12,0.008495663789473683,3,0.333334,52.833337916666665,0,0,6.725733833333333,47.49166666666667,52.833337916666665
12,0.23328997525114153,39,1.916667,933.2438441666667,0,0,212.87710241666665,515.5641666666667,933.2438441666667
12,0.06305261423529412,100,2.916667,359.765936,0,0,44.66226841666667,379.2341666666667,359.765936
12,0.5207154612,7,0.333334,82.54370066666667,0,0,325.44716325,12.566666666666668,82.54370066666667
12,0.0111627385,21,2.25,106.70613091666667,0,0,13.023194916666666,115.425,106.70613091666667
12,0.44620170295652173,98,3.0,2221.028693333333,0,0,427.6099653333333,2711.648333333333,2221.028693333333
12,0.31913719472727275,34,1.916667,1000.4422833333333,0,0,438.81364275000004,34.18666666666667,1000.4422833333333
12,0.0017094113333333332,1,0.166666,24.5422915,0,0,0.21367641666666667,3.9958333333333336,24.5422915
12,0.8919450366666667,5,0.5,40.296455333333334,1,0,156.09038141666667,10.5475,40.296455333333334
12,0.005635964736842106,1,0.166666,0.0,0,0,2.6770832500000004,31.74083333333333,0.0
